So.,1955-10-09 00:00:00,Unnamed: 2,Unnamed: 3,3,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,12,13,Unnamed: 15,Unnamed: 16,16,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,23,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,41,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
Sa.,1971-01-16,,,,,,,,,,,,,,,,,17.0,,19.0,,,,23,,,,,,,30.0,31.0,,,,,,,,,40.0,,,,,,,,,,,
Sa.,1971-01-23,,2.0,,,,6.0,,,,,,,13.0,,,,,,,,,,,24.0,,,27.0,,,,,,,,,,,38.0,,,,,,,,,,,,,
Sa.,1971-01-30,1.0,,3.0,4.0,,,,8.0,,,,12.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sa.,1971-02-06,,2.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,37.0,,,40.0,,,,,,,,,49.0,,
Sa.,1971-02-13,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,32.0,,34.0,,,,,,,,42.0,,,45.0,,,,49.0,,
Sa.,1971-02-20,,,,,,,,,,,,,,,,,17.0,,,,,,,24.0,,26.0,,,,,,,,,,,,,39.0,,,,43.0,,,,,,49.0,,
Sa.,1971-02-27,,,,,,,,,,,,,,,,,17.0,,,,,,,,25.0,26.0,,,,,,,,,,,,,,40.0,,42.0,,,,46.0,,,,,
Sa.,1971-03-06,,,3.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,36.0,,,,40.0,,,,,45.0,,,48.0,,,
Sa.,1971-03-13,,,3.0,4.0,,,,,,,,,,,,,,,,20.0,,,,,25.0,,,,,,,,33.0,,,,,,,,,42.0,,,,,,,,,
Sa.,1971-03-20,,,,,,,,8.0,,,,,,,,,17.0,18.0,19.0,,,,,,,,,,,,31.0,,,,,,,,,,41.0,,,,,,,,,,
Sa.,1971-03-27,,,3.0,,,,,,,,,,13.0,,,,,,,20.0,,,,,,,27.0,,,,,,,,,36.0,,,,,41.0,,,,,,,,,,
Sa.,1971-04-03,,2.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,30.0,,32.0,,,,,,,,,,,,44.0,,46.0,,,,,
Sa.,1971-04-10,,,,,,,,,,,,,,14.0,,,,,,,21.0,,,,,26.0,,,,,,,,,35.0,36.0,37.0,,,,,,,,,,,,,,
Sa.,1971-04-17,,,,4.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,37.0,38.0,,,,,,,,46.0,,48.0,,,
Sa.,1971-04-24,,,,4.0,,,,,,,,12.0,,,,16.0,,,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,
Sa.,1971-05-01,,2.0,,,,,,,,,,12.0,,,,,,18.0,,,,,,,25.0,,,28.0,,,,,,,,,,,39.0,,,,,,,,,,,,
Sa.,1971-05-08,,,,,,,,,,,,,13.0,,,16.0,,,,,21.0,22.0,,,,,,,,,,,,,35.0,,,,,40.0,,,,,,,,,,,
Sa.,1971-05-15,,,,,,,7.0,,9.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,36.0,,,,,,,,44.0,,46.0,,,,,
Sa.,1971-05-22,,,,,,6.0,,,,,11.0,,,,,16.0,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,43.0,,,46.0,,,,,
Sa.,1971-05-29,,,,,,6.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,34.0,35.0,,,,,,,,,,,,,48.0,49.0,,
Sa.,1971-06-05,1.0,,,4.0,5.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,39.0,,,,43.0,,,,,,,,
Sa.,1971-06-12,,2.0,,,5.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,38.0,,,41.0,,,44.0,,,,,,,
Sa.,1971-06-19,1.0,,,,,,,,,,,,,,15.0,16.0,17.0,,,,,,,,,,27.0,,,,31.0,,,,,,,,,,,,,,,,,,,,
Sa.,1971-06-26,,,,,,,,,,,,,13.0,,,16.0,,,19.0,,,,,,,,,,,30.0,,,,,,,,,,,,,,,45.0,46.0,,,,,
Sa.,1971-07-03,,,,,,,7.0,,9.0,,,,,,,,,,,,21.0,,,,,,,,29.0,,,,,,,,,,,,41.0,,,,,,,,49.0,,
Sa.,1971-07-10,,,,4.0,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,34.0,,36.0,37.0,,,,41.0,,,,,,,,,,
Sa.,1971-07-17,,,3.0,,5.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,38.0,,,,42.0,,,,,,,,,
Sa.,1971-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,33.0,,,,,,,,,,,,,46.0,47.0,48.0,49.0,,
Sa.,1971-07-31,,,3.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,28.0,,,31.0,,,,,,37.0,,,40.0,,,,,,,,,,,
Sa.,1971-08-07,,2.0,,,,,,,,,,,,14.0,,16.0,17.0,,,,,,,,,,,,,,,,,,,36.0,,,39.0,,,,,,,,,,,,
Sa.,1971-08-14,,,,,,,,,,,,12.0,,,,,17.0,18.0,19.0,,,,,,,,,28.0,,,,,,,35.0,,,,,,,,,,,,,,,,
Sa.,1971-08-21,,,,4.0,,,,,,,,12.0,,,,,,,,,,,,,25.0,,,28.0,,,,,33.0,,,,,,,,,,,,,,,,49.0,,
Sa.,1971-08-28,,,,,,,,,,10.0,,,13.0,,,,,,,,,,,,,26.0,,,,,,,,,,36.0,,,,,,,,44.0,,,47.0,,,,
Sa.,1971-09-04,1.0,,,,,,,,,10.0,,,,,,,,,19.0,,,,,,25.0,,,,,,31.0,,,34.0,,,,,,,,,,,,,,,,,
Sa.,1971-09-11,1.0,2.0,,,,,,8.0,,,,,,,,,,18.0,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sa.,1971-09-18,,,,,,,7.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,32.0,,,,,37.0,,,,,,,,,,,48.0,49.0,,
Sa.,1971-09-25,,,,,,,,,,10.0,11.0,,,,,,,,,,,22.0,,,25.0,,,,,,,,,34.0,,,37.0,,,,,,,,,,,,,,
Sa.,1971-10-02,1.0,,,,,,7.0,,,,,,,,,,,,,20.0,,22.0,,,,,,,,,,32.0,,,,,37.0,,,,,,,,,,,,,,
Sa.,1971-10-09,1.0,,3.0,,,6.0,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,45.0,,,,,,
Sa.,1971-10-16,,,,,,,,,,10.0,,,13.0,,,,,,,,21.0,,,,,,,,,30.0,31.0,,,,,,,,,,41.0,,,,,,,,,,
Sa.,1971-10-23,,,,,5.0,,,8.0,,,11.0,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,45.0,46.0,,,,,
Sa.,1971-10-30,,,3.0,,,,,,,,,,,,,16.0,,,,,,22.0,,,,26.0,,,,,,,,,,,,,,,,42.0,,,,,,48.0,,,
Sa.,1971-11-06,,,,,5.0,,,,,,,,,,,,,,,20.0,,,,,,,,28.0,,,,,,,,,,,39.0,,,,43.0,,45.0,,,,,,
Sa.,1971-11-13,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,34.0,,,,,,,,42.0,,44.0,,,,,49.0,,
Sa.,1971-11-20,,,,,,,,8.0,,,,,,,,,,,,,,,,24.0,,26.0,,28.0,29.0,,,,,,,,,,,,,,43.0,,,,,,,,
Sa.,1971-11-27,,,,,,,,,,,,,,,,,,,,20.0,,,,,,26.0,,,,30.0,31.0,,,,35.0,36.0,,,,,,,,,,,,,,,
Sa.,1971-12-04,1.0,,,4.0,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,46.0,,48.0,,,
Sa.,1971-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,32.0,,,,,,,,,41.0,42.0,,,45.0,,47.0,,,,
Sa.,1971-12-18,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,43.0,,,,47.0,,49.0,,
Sa.,1971-12-25,,,,,,6.0,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,40.0,,,,,,,,,49.0,,
Sa.,1972-01-01,,,,,,,,,9.0,,,12.0,,,,,,,19.0,,21.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,47.0,,,,
Sa.,1972-01-08,,,3.0,,,6.0,,,,,,,,14.0,,,,,,,,,,,,,,,29.0,,,,,34.0,,,,,,,,42.0,,,,,,,,,
Sa.,1972-01-15,,,,,,6.0,,,,,,,,,,,,,,,21.0,22.0,,,,,,,,,,,,,35.0,,,38.0,,,,,,,,,,48.0,,,
Sa.,1972-01-22,,2.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,31.0,,,34.0,35.0,,,,,,41.0,,,,,,,,,,
Sa.,1972-01-29,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,46.0,,48.0,49.0,,
Sa.,1972-02-05,,2.0,,,,,,,9.0,,,,,,,,,,,,,22.0,,,25.0,,,,,,,,33.0,,,,,,,,,,,44.0,,,,,,,
Sa.,1972-02-12,,,,,,,,,,,,,,14.0,,,,,,,21.0,,,,,,,28.0,,30.0,31.0,,,,,,,38.0,,,,,,,,,,,,,
Sa.,1972-02-19,,,,4.0,,,,,,,11.0,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,38.0,,,41.0,,,,,,,48.0,,,
Sa.,1972-02-26,,2.0,,,,,,,9.0,,,,,,,,,,,,21.0,,23,,,,,,,,,,,,,,,,,40.0,41.0,,,,,,,,,,
Sa.,1972-03-04,,,,,,,,,,,,,,,,,,,,20.0,,,23,,,,27.0,,,,,,33.0,,,36.0,,,,,41.0,,,,,,,,,,
Sa.,1972-03-11,1.0,,,,,,,,,,,,,14.0,,,,,19.0,,21.0,,23,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,
Sa.,1972-03-18,1.0,,,,,,,,9.0,,,,,,15.0,,,,,,,,23,24.0,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,
Sa.,1972-03-25,,,,,,,,,,,,,,,,,17.0,,,,,22.0,,,,26.0,,,,,,32.0,,34.0,,,,,,,,,43.0,,,,,,,,
Sa.,1972-04-01,,,,,,,,,,,,,,14.0,,,,,19.0,,,,23,,,26.0,,,29.0,,,,33.0,,,,,,,,,,,,,,,,,,
Sa.,1972-04-08,,,,4.0,,,,8.0,,,,,,14.0,,,,,,,,,,24.0,,,,,,,,,,,,,37.0,,39.0,,,,,,,,,,,,
Sa.,1972-04-15,,,,,,,,,,,,,,14.0,,,17.0,18.0,,,,,,,25.0,,,,,,,,,,,,,,,,,42.0,,,,,47.0,,,,
Sa.,1972-04-22,,,,,,6.0,,,,,,,,,,,,,,,,,,,,26.0,27.0,,,,,32.0,,,,,,,,,41.0,,,,,,,,49.0,,
Sa.,1972-04-29,,,,,,,,8.0,,,,,13.0,,,,,,,,,,,,25.0,,,28.0,,,,,,34.0,,,,,39.0,,,,,,,,,,,,
Sa.,1972-05-06,,2.0,,,,,,,,,,,,,15.0,,17.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,43.0,,45.0,,,,,,
Sa.,1972-05-13,,,,,,,,,,,,,,,15.0,,,18.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,49.0,,
Sa.,1972-05-20,,,,,,,,,,,,,,,,,17.0,,,,,,23,,,,,,,,31.0,32.0,33.0,,,,,,,40.0,,,,,,,,,,,
Sa.,1972-05-27,,,,,,,7.0,,,10.0,11.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,48.0,,,
Sa.,1972-06-03,,,,,5.0,,,,9.0,,,,,,,16.0,,18.0,,,,,,,,,27.0,,29.0,,,,,,,,,,,,,,,,,,,,,,
Sa.,1972-06-10,,,3.0,,,,7.0,,,,,,,,,,,,19.0,20.0,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,47.0,,,,
Sa.,1972-06-17,,2.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,27.0,,,30.0,,,,34.0,,36.0,,,,,,,,,,,,,,,
Sa.,1972-06-24,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,28.0,29.0,,,,33.0,,,,37.0,,,,,42.0,,,,,,,,,
Sa.,1972-07-01,1.0,,3.0,4.0,,,,,,,,,,,,,,,19.0,,,,,24.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,
Sa.,1972-07-08,1.0,,3.0,,,6.0,7.0,,,,,,,,,,,18.0,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,
Sa.,1972-07-15,,,,,,,,,,,,,13.0,,15.0,,,,,,,,,,,,27.0,,,,,,,,35.0,,,,,40.0,,,,,,46.0,,,,,
Sa.,1972-07-22,,,,,,,,,,,,12.0,,,,,,,,,21.0,,,,,,,28.0,,,,,33.0,,,,,,,,41.0,42.0,,,,,,,,,
Sa.,1972-07-29,,2.0,3.0,,,,,,,,,12.0,,,,,,,19.0,,,,,,,,,,,,,,,,,,,38.0,,40.0,,,,,,,,,,,
Sa.,1972-08-05,,,,,,,,,,,,,,,15.0,,,,,,,,,,,26.0,,,29.0,,,,,,,,,,39.0,,,,,,,,47.0,,49.0,,
Sa.,1972-08-12,,,,,5.0,,,,,,,,,,,,,,,20.0,,,23,,,,,,,30.0,,,,,,,,,,,41.0,,,,,,,48.0,,,
Sa.,1972-08-19,,,,,,,7.0,,,10.0,,,,,,16.0,,,,,,,23,,25.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,
Sa.,1972-08-26,,,,,,6.0,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,41.0,42.0,,,,46.0,47.0,,,,
Sa.,1972-09-02,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,27.0,,,30.0,,,,,,,,,,40.0,,,,,,46.0,,,49.0,,
Sa.,1972-09-09,,,,,,,,,,,,,,,,,,,,20.0,,,23,,,,,,,,,,,,,,37.0,38.0,,,,,,,45.0,46.0,,,,,
Sa.,1972-09-16,,,,,,,,,,,,,,,,,17.0,,,,,,,,25.0,,,,,,,,,34.0,,,,,39.0,,,42.0,43.0,,,,,,,,
Sa.,1972-09-23,1.0,,,4.0,5.0,,,,,,11.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,
Sa.,1972-09-30,,,,,,,,,9.0,,,,13.0,,,,,,,,,,,24.0,25.0,,,,,,31.0,,,,,,,,,,,,,44.0,,,,,,,
Sa.,1972-10-07,,,,,,,,,,,,,,14.0,,,,,19.0,,,,,,,,,28.0,,,,,,,,,,,39.0,,,,43.0,,,,,,49.0,,
Sa.,1972-10-14,,,3.0,4.0,,,,,,,,,,,,16.0,17.0,,,,,,,,,,,,,30.0,,,,,,,,38.0,,,,,,,,,,,,,
Sa.,1972-10-21,,,,,5.0,,,,,,,,,,,,,18.0,19.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,45.0,46.0,,,,,
Sa.,1972-10-28,,,,,,,,,,,,,,,,16.0,,18.0,,,,,23,,,,,,29.0,,,,,,,,,38.0,,,,,,,,,47.0,,,,
Sa.,1972-11-04,,,,,,,,,9.0,,,,,,,,17.0,,,,21.0,22.0,,,,,,,,,,32.0,33.0,,,,,,,,,,,,,,,,,,
Sa.,1972-11-11,,,3.0,,,6.0,,,,,11.0,,,,,,,,,,,,,,,,27.0,,,,,,,,,36.0,,,,,,42.0,,,,,,,,,
Sa.,1972-11-18,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,35.0,,,,,,,,43.0,,45.0,46.0,,,,,
Sa.,1972-11-25,,2.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,29.0,,,,,,,,,,39.0,,,42.0,,,,,47.0,,,,
Sa.,1972-12-02,,2.0,,,,,,,,,11.0,12.0,,14.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,
Sa.,1972-12-09,,,,,,,7.0,,,,,,,,15.0,,,18.0,,,,,,,,,,28.0,,,31.0,,,,,,,,,,,42.0,,,,,,,,,
Sa.,1972-12-16,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,31.0,,,,,36.0,,38.0,,40.0,,,,,,,,,49.0,,
Sa.,1972-12-23,,,,,,,,,,10.0,,,,,,,,,,,,,23,,25.0,26.0,,,29.0,,,,,,,,,,,,,,,,,,,,49.0,,
Sa.,1972-12-30,,,,,,,,8.0,,,,12.0,,,,,,,19.0,,,,,,,26.0,,,,30.0,,,,,,,,,,,,,,,,,,,49.0,,
Sa.,1973-01-06,,,,,,,7.0,,,,,,13.0,,15.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,46.0,,,,,
Sa.,1973-01-13,,,,4.0,,,7.0,8.0,,,,,,,,,,,19.0,,,,,,,,,,29.0,,,,,,,,,,,,41.0,,,,,,,,,,
Sa.,1973-01-20,,,3.0,,,6.0,,,,,,,,,,,17.0,,,,,,23,,,,,,,,,,33.0,,35.0,,,,,,,,,,,,,,,,
Sa.,1973-01-27,1.0,,,,,6.0,,,9.0,,,,,,,,17.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,
Sa.,1973-02-03,,,,,5.0,,,,,,,,,,,16.0,,,,,,,,24.0,,26.0,,,,,,,,,35.0,,,,,,,,,,,,,48.0,,,
Sa.,1973-02-10,1.0,,,,5.0,,,,,,,,13.0,,,,,,,,,,,,,26.0,,,,,,,,,,,37.0,,,,,,,,,46.0,,,,,
Sa.,1973-02-17,,,3.0,4.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,43.0,,,,,48.0,,,
Sa.,1973-02-24,,,,,,,,8.0,,,,,,,,,,,,20.0,,,,,,,,,,,,32.0,33.0,,,,,,,,,,43.0,,,,,,49.0,,
Sa.,1973-03-03,,,3.0,,,,,,,,,,,14.0,,,,,19.0,,,,,24.0,,,27.0,,,,31.0,,,,,,,,,,,,,,,,,,,,
Sa.,1973-03-10,,,,,,,,,,,,,,,,,,,,20.0,21.0,,,,,,,,,,,,,34.0,,,,,39.0,,,42.0,,,,,,,49.0,,
Sa.,1973-03-17,,,,,,,,8.0,9.0,,,,13.0,,,,,,,,21.0,,,,,26.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,
Sa.,1973-03-24,,,,,,6.0,,,,10.0,,,,,,,,,,20.0,,22.0,,,,,,,,,,,,34.0,,,,,39.0,,,,,,,,,,,,
Sa.,1973-03-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,26.0,,,,30.0,,,,,,,,,39.0,,,,43.0,,,,,,,,
Sa.,1973-04-07,,,,,,,,,,,11.0,,,,,,,,,,,22.0,,,,,,28.0,,,,,,,,,37.0,,,40.0,,,43.0,,,,,,,,
Sa.,1973-04-14,,,,,,,,,,,,,,,,,17.0,,19.0,,,,,,25.0,,,28.0,,,,,,,,,37.0,,,,,,,,,,,48.0,,,
Sa.,1973-04-21,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,42.0,,,,,47.0,48.0,,,
Sa.,1973-04-28,1.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,26.0,,28.0,,,31.0,,,,,,,,,,,,,,45.0,,,,,,
Sa.,1973-05-05,,,3.0,,,,,,,,,,,,,,,,,,21.0,22.0,23,,,,,,,,31.0,,,,,,,,,,,,,,,46.0,,,,,
Sa.,1973-05-12,1.0,,,,,,,8.0,,,,,,,,,,18.0,,,,,23,,,,,,,30.0,,,,,,,,38.0,,,,,,,,,,,,,
Sa.,1973-05-19,,,,,,,,,,,11.0,,,14.0,,,,,,,,,,,25.0,,,28.0,,30.0,,,,,,,,,,,,,,,,46.0,,,,,
Sa.,1973-05-26,,,,,,,,8.0,,,,,,,,,,,,,,22.0,,,25.0,,,,,,,,33.0,,,,,,,,,,43.0,,,,,48.0,,,
Sa.,1973-06-02,,,,,,,,,,10.0,,,,,15.0,,,18.0,,,,,,,25.0,,,,,,,,,,,36.0,,,,,,,,,,,,48.0,,,
Sa.,1973-06-09,,,,,,,7.0,,9.0,,,,,,,,,18.0,,,,,,,,26.0,,,,,,32.0,,,,,,,,40.0,,,,,,,,,,,
Sa.,1973-06-16,,,,,,6.0,,,9.0,,,,,,,,17.0,,,,,,23,,,,,28.0,,,,,,,,,,,,,,,,,,46.0,,,,,
Sa.,1973-06-23,,,,,,,,,,,11.0,,13.0,,,16.0,,,,,,,,,,,,,,30.0,,,,,35.0,,,,,,,,,,,,,48.0,,,
Sa.,1973-06-30,,,,,,6.0,,,,,,12.0,,,,,,,,,,,,,,26.0,27.0,,,,,,,,,,37.0,38.0,,,,,,,,,,,,,
Sa.,1973-07-07,1.0,,,4.0,,6.0,,,,,,,,,,,,,,,,,23,24.0,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,
Sa.,1973-07-14,,,,,,,7.0,,,,,,13.0,,,,,18.0,,,,,,,,26.0,,,,,31.0,,,,,,,,39.0,,,,,,,,,,,,
Sa.,1973-07-21,,,,,,,,,,,,,,,,,,,,20.0,21.0,,,24.0,,,,,,30.0,31.0,,,,,,,,,,,,,,,46.0,,,,,
Sa.,1973-07-28,,,,,,,,,,,11.0,,,,,16.0,,,,,,22.0,,,,,,28.0,,,,,,,,,,,,,41.0,,,,,,,,49.0,,
Sa.,1973-08-04,,,3.0,,,,,,,,,,,,,,,18.0,,20.0,,,,,,,,,,,31.0,,,,,,,,,,,,43.0,,,,,,49.0,,
Sa.,1973-08-11,,,,,,,,,,10.0,,,,,,16.0,17.0,,,,,,,,,,,,,30.0,,,,,,,,,39.0,,,42.0,,,,,,,,,
Sa.,1973-08-18,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,35.0,36.0,,38.0,39.0,,,,,44.0,,,,,,,
Sa.,1973-08-25,1.0,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,35.0,,,,,,,,,,45.0,,,,,,
Sa.,1973-09-01,,,,,,,,8.0,9.0,,,,,,,,,,,,,,,,25.0,26.0,,,,,,,,34.0,,,,,,,,,,,45.0,,,,,,
Sa.,1973-09-08,,,3.0,,,,,,,,11.0,,,,,,,,,,21.0,,,24.0,,,,,,,,,,,,,,,39.0,,,,,,,46.0,,,,,
Sa.,1973-09-15,,,,,,,,,,,,,,,,,,,19.0,,,22.0,,,,,,,,,,,,,,,37.0,,39.0,,,,,,,,47.0,,49.0,,
Sa.,1973-09-22,,2.0,,,,,,,9.0,,,,,,,,,18.0,,20.0,,,,24.0,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,
Sa.,1973-09-29,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,34.0,35.0,,,,,,41.0,,,,45.0,,,,,,
Sa.,1973-10-06,1.0,,,,,,,,,,,,,,,,,,,,,,23,24.0,,,,,,,31.0,,,,,36.0,,,,,,,,,,,,48.0,,,
Sa.,1973-10-13,,,,,,6.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,34.0,,,37.0,,39.0,,,,,,,46.0,,,,,
Sa.,1973-10-20,,,,,,,,8.0,,,,,,,15.0,,,,,,,,,,25.0,,,,,,31.0,32.0,33.0,,,,,,,,,,,,,,,,,,
Sa.,1973-10-27,,,,,,,,,9.0,,,,,,15.0,,,,,20.0,21.0,,,,,,,,,,,,33.0,,,,,,,40.0,,,,,,,,,,,
Sa.,1973-11-03,,,,,,,,,,,11.0,,,,,,17.0,,,20.0,,,,,,,27.0,,,,,,,34.0,,,,,,,,,,,45.0,,,,,,
Sa.,1973-11-10,,,3.0,,,,,,,,,,,,,,17.0,,19.0,,,,,,,,,,,,31.0,,33.0,,,,,,,,,,,,,,,,49.0,,
Sa.,1973-11-17,,2.0,,,,,7.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,41.0,,,,,,,48.0,,,
Sa.,1973-11-24,1.0,,,,,,,,,,,,,,,,,,,,,,,24.0,25.0,,,,,,,,,,,,,,39.0,40.0,,42.0,,,,,,,,,
Sa.,1973-12-01,,,,,5.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,30.0,,,33.0,,,,37.0,,,,,,43.0,,,,,,,,
Sa.,1973-12-08,,,3.0,,,,,,,,,,,,,16.0,,,,,21.0,,,,,,,,,,,32.0,,34.0,,,,,39.0,,,,,,,,,,,,
Sa.,1973-12-15,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,32.0,33.0,,,36.0,,,39.0,,,,,,,,,,,,
Sa.,1973-12-22,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,24.0,25.0,,,,,,31.0,,,,,,,,,,,,,,45.0,,,,,,
Sa.,1973-12-29,,2.0,,,,,,,,,,,,,,,,,,20.0,21.0,,,24.0,25.0,,,,,,,32.0,,,,,,,,,,,,,,,,,,,
Sa.,1974-01-05,,,,,,,,8.0,,,,,,,,,17.0,,,,,22.0,,,,,,,,,31.0,,,,,,37.0,38.0,,,,,,,,,,,,,
Sa.,1974-01-12,,,,,,,,,,,,,13.0,,15.0,,,,,,,22.0,,,,,,28.0,,,,,,,,,37.0,,,,,,,,,,,48.0,,,
Sa.,1974-01-19,,,,4.0,,,,,,,,,,,15.0,,,,,,21.0,,,,,,,,29.0,,,,,,,,,,,,41.0,,,44.0,,,,,,,
Sa.,1974-01-26,,,,,,,7.0,,,,,12.0,,14.0,,,,,,,,,,,,26.0,,,,,,,,,35.0,,,,,,,,,44.0,,,,,,,
Sa.,1974-02-02,1.0,,,,,,,,,,,12.0,,,,,,,,20.0,,,,,,,,,,30.0,,,,,,,,38.0,39.0,,,,,,,,,,,,
Sa.,1974-02-09,,,,,,,,,,10.0,,,,14.0,,,17.0,,19.0,,,,,,,,,,,,31.0,32.0,,,,,,,,,,,,,,,,,,,
Sa.,1974-02-16,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,25.0,26.0,,,,,,,33.0,,,,,,,,,,,,,46.0,,,,,
Sa.,1974-02-23,,,3.0,,,,7.0,8.0,,,,,,,15.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,
Sa.,1974-03-02,,2.0,3.0,,,,,8.0,,,,,,,,,17.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,
Sa.,1974-03-09,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,30.0,,32.0,,,,,,38.0,39.0,40.0,,,,,,,,,,,
Sa.,1974-03-16,,,,,5.0,,7.0,8.0,,,,,,,,,,,,,,,,,,26.0,,,,,31.0,,,,,,,,,40.0,,,,,,,,,,,
Sa.,1974-03-23,,,,,,,,,,,,12.0,13.0,,,,17.0,18.0,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,45.0,,,,,,
