So.,1955-10-09 00:00:00,Unnamed: 2,Unnamed: 3,3,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,12,13,Unnamed: 15,Unnamed: 16,16,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,23,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,41,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
Sa.,2015-08-08,,,,,,,7.0,,,,,,13.0,,,,,,,,,,,,,,,,29.0,,,,,,,36.0,,,,,,42.0,,,,,,48.0,,,0.0
Sa.,2015-08-15,,,3.0,,,,,,9.0,,,,,14.0,,,,,,,,,,,,26.0,,,,30.0,,,,,,,,,,,,42.0,,,,,,,,,3.0
Sa.,2015-08-22,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,44.0,45.0,46.0,,,,,7.0
Sa.,2015-08-29,,,,,,,,8.0,,,,12.0,,,,16.0,,,,,,,23,,,,,28.0,,,,,,,,,,,,,,,,44.0,,,,,,,8.0
Sa.,2015-09-05,1.0,,,,,,,,,,,12.0,13.0,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,47.0,,,,1.0
Sa.,2015-09-12,,2.0,,,,6.0,,,,,,,,,15.0,,,,,,,22.0,,,,26.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,5.0
Sa.,2015-09-19,,,,,,,,8.0,,,,12.0,,,,,17.0,,,,,,,,,,,,29.0,,,,,,,,37.0,,,,,,,44.0,,,,,,,3.0
Sa.,2015-09-26,,,,,,6.0,,,,,,,,,15.0,16.0,,,,,,,,,,,,,,,31.0,,33.0,34.0,,,,,,,,,,,,,,,,,7.0
Sa.,2015-10-03,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,31.0,32.0,33.0,,,,,,,40.0,41.0,,,,,,,,,,8.0
Sa.,2015-10-10,,,,,5.0,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,37.0,38.0,,40.0,,,,,,,,,49.0,,1.0
Sa.,2015-10-17,,,,,,,,,9.0,10.0,,,,,,,,,19.0,,,,23,,,,,28.0,,,,,,,,,,,,,41.0,,,,,,,,,,0.0
Sa.,2015-10-24,,,,4.0,,6.0,,,,,,,,,,,,18.0,,,,22.0,,,,,,,29.0,,,,,,,36.0,,,,,,,,,,,,,,,2.0
Sa.,2015-10-31,,,,,,,7.0,,9.0,,,,,,,,17.0,,,,,,,,,26.0,,,29.0,,,,,,,,,,,40.0,,,,,,,,,,,9.0
Sa.,2015-11-07,,,,4.0,,,,,,,11.0,,,,,,17.0,,,,,,,,25.0,,,,,,,,,,,,,,39.0,,,,,,,,,48.0,,,4.0
Sa.,2015-11-14,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,24.0,,,,,29.0,,31.0,,,,,,,,,,,,,,,,,48.0,,,3.0
Sa.,2015-11-21,,,,,,,,,,,,12.0,,,,,17.0,,,,,,23,,,,,,29.0,,,,,,,,,,,,,42.0,,,,46.0,,,,,8.0
Sa.,2015-11-28,,,3.0,,,6.0,,,,10.0,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,37.0,,,,,,,,,,47.0,,,,1.0
Sa.,2015-12-05,,,,,,6.0,,,,,,12.0,,,,,,,,,,,,,,,,,29.0,,,,,,35.0,,,,,,,42.0,,,,,47.0,,,,7.0
Sa.,2015-12-12,1.0,,3.0,,,6.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,31.0,,,,,,,,,,,,43.0,,,,,,,,6.0
Sa.,2015-12-19,1.0,,,,,,7.0,,,10.0,,,,,,,,,,,,22.0,,,,,,,,,,,33.0,,,,,,,,,,,,,46.0,,,,,1.0
Sa.,2015-12-26,,,,,,,,,9.0,,,,,,15.0,,,,19.0,,,22.0,,,,,,,,,,,,,,,,,,40.0,41.0,,,,,,,,,,5.0
Sa.,2016-01-02,1.0,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,30.0,,,,,35.0,,,,,,,,43.0,,,,47.0,,,,8.0
Sa.,2016-01-09,,,,,,,,,,10.0,,,13.0,,,,,,,,,,,,,,,,,,31.0,,,34.0,,,,,,,,,,,,46.0,,48.0,,,6.0
Sa.,2016-01-16,,,,,,,,,9.0,,,,,,,,,,,,21.0,,23,,,,,,,,31.0,,,34.0,,,,,39.0,,,,,,,,,,,,8.0
Sa.,2016-01-23,,2.0,,,,,,,,,,,,,,16.0,,,,,,,,,25.0,26.0,27.0,,,,,,,,,,,,,40.0,,,,,,,,,,,0.0
Sa.,2016-01-30,,,,,,,,,,,,,,,,,,18.0,,,,,23,,,,,,,,,,33.0,34.0,,,,,,40.0,,,,,,,,48.0,,,9.0
Sa.,2016-02-06,,,,,,,,,,10.0,,,,,,16.0,,,,,,,,,25.0,,,28.0,,,,,,34.0,,,,,,,,,,,,,,,49.0,,5.0
Sa.,2016-02-13,,,,,,,,,,,,,,,,,,18.0,,20.0,,,,,,,,,,30.0,,32.0,,,,,,,,,,,43.0,,45.0,,,,,,8.0
Sa.,2016-02-20,1.0,,,,,,,,,,,,13.0,,,16.0,,,,,,,,,,,,,29.0,30.0,31.0,,,,,,,,,,,,,,,,,,,,6.0
Sa.,2016-02-27,,,,,,,7.0,,,10.0,,,,,15.0,,,,,,,,,,25.0,,,,,,,,,,,,37.0,,,,,,,,,,,,49.0,,7.0
Sa.,2016-03-05,,,,,,,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,37.0,,,,,,43.0,,,46.0,,,,,3.0
Sa.,2016-03-12,,,,,,,,,,,,,,,,,,,,20.0,,,,,,26.0,,,,30.0,,,,,,,,,39.0,,,,,,,,47.0,,49.0,,4.0
Sa.,2016-03-19,,,,4.0,,,,,,10.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,44.0,,,,,49.0,,5.0
Sa.,2016-03-26,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,33.0,,,,,,,40.0,41.0,,,,,,,,,,5.0
Sa.,2016-04-02,1.0,,,,,,,,,10.0,,,,,,,17.0,,,,,,23,,,,,28.0,,,,,,,,,,38.0,,,,,,,,,,,,,6.0
Sa.,2016-04-09,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,39.0,,,,,,,46.0,47.0,,,,2.0
Sa.,2016-04-16,,,,,5.0,,,,,,,,,14.0,15.0,,,,,20.0,,22.0,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,9.0
Sa.,2016-04-23,,,,,,,,8.0,,,,,,,15.0,16.0,17.0,,,,,,,,,,27.0,,,,,,,,35.0,,,,,,,,,,,,,,,,4.0
Sa.,2016-04-30,,,,,,,,,,,,,,14.0,,,,,,,,,,,,26.0,,28.0,,30.0,,,,,,36.0,,,,,,,43.0,,,,,,,,6.0
Sa.,2016-05-07,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,32.0,,34.0,,,37.0,,,,,42.0,,44.0,,,,,,,9.0
Sa.,2016-05-14,,,,,5.0,,,,,,,,13.0,,15.0,,,,,,,,,,,26.0,,,,30.0,,,,,,,,,,,,,,44.0,,,,,,,9.0
Sa.,2016-05-21,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,46.0,47.0,48.0,,,4.0
Sa.,2016-05-28,,,,,5.0,,,,9.0,,,,,,,,17.0,,,,,,,24.0,,,,,,,,,,,,,,,39.0,,,,,,45.0,,,,,,3.0
Sa.,2016-06-04,,,,,5.0,6.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,31.0,,,,35.0,,,,,,,42.0,,,,,,,,,3.0
Sa.,2016-06-11,,,,,,6.0,,,,,,,13.0,,,,,,,,21.0,,,,,,27.0,,,,,,,,,,,38.0,,,,,,,45.0,,,,,,5.0
Sa.,2016-06-18,,2.0,,,,,,8.0,,,,12.0,,,,,17.0,,19.0,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Sa.,2016-06-25,,2.0,,,,6.0,,,,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,44.0,,,,,,,3.0
Sa.,2016-07-02,,,,4.0,,6.0,,8.0,,,,,,,15.0,,,,,,,,,,,26.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,9.0
Sa.,2016-07-09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,37.0,,,40.0,,,,44.0,,,,,49.0,,7.0
Sa.,2016-07-16,1.0,,,,,,,,,,,,,,,,,18.0,,,,22.0,,,,,,,,30.0,,,,34.0,,,,,,,,,,44.0,,,,,,,5.0
Sa.,2016-07-23,,,,,5.0,,,,,,,,,,,,,,,,,,,,25.0,,,,29.0,,,,,,,,,,,,,,43.0,,,,47.0,48.0,,,5.0
Sa.,2016-07-30,,,,,,6.0,,,,,,,13.0,,,,,,,,,,23,,,26.0,,,,30.0,,,33.0,,,,,,,,,,,,,,,,,,2.0
Sa.,2016-08-06,,,,,,6.0,,,,,,,,,,,,,,,,,,,25.0,26.0,,,,,,,33.0,,,,,,,,,,,,45.0,,47.0,,,,0.0
Sa.,2016-08-13,,,,,,6.0,,,,,,,,14.0,,,,,,,,,,,,,,28.0,,30.0,,,,,,,37.0,,39.0,,,,,,,,,,,,2.0
Sa.,2016-08-20,,,,,,,,,,,,,,,,,,,,,,,23,,,,,28.0,,30.0,31.0,,,,,,37.0,,,,,,,,45.0,,,,,,5.0
Sa.,2016-08-27,1.0,,,,,,,8.0,,,,,,,,,,,,,,22.0,,,,,,,,,,32.0,33.0,,,,,,,,,,43.0,,,,,,,,9.0
Sa.,2016-09-03,,,,,,,,8.0,,,,,,14.0,,,,18.0,,,,,,,25.0,,,,,30.0,,,,,,36.0,,,,,,,,,,,,,,,1.0
Sa.,2016-09-10,1.0,,3.0,,,6.0,,,,,11.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,0.0
Sa.,2016-09-17,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,35.0,,37.0,,,,,,,,,46.0,47.0,,,,2.0
Sa.,2016-09-24,,,,4.0,,,,,,,,,,,15.0,,,18.0,,,21.0,,,,,,,,,,,32.0,,,,,,,,,,,,,45.0,,,,,,4.0
Sa.,2016-10-01,,,,,,,7.0,,,,,,,,,,,,,20.0,,,,,25.0,26.0,,,,,,,,34.0,,,37.0,,,,,,,,,,,,,,1.0
Sa.,2016-10-08,,,,,,,,,,,,,,14.0,,,,,,,21.0,,,,,,,,,,,32.0,33.0,,35.0,,,,,,,,,,,,,48.0,,,5.0
Sa.,2016-10-15,,,,,,,7.0,,,,,,13.0,,,,,,19.0,,,,,,,,,,29.0,,,,,,,,,38.0,,,41.0,,,,,,,,,,9.0
Sa.,2016-10-22,,2.0,,,,,,,,,,,,,,,,,,,21.0,,,,,26.0,,,,,,32.0,,,,36.0,,,,,,,,,,,,48.0,,,7.0
Sa.,2016-10-29,,,,,5.0,,7.0,8.0,,,,,,,,,,,,,,,,,,26.0,,28.0,,,,,,,,36.0,,,,,,,,,,,,,,,8.0
Sa.,2016-11-05,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,32.0,,,35.0,,,38.0,,,,42.0,43.0,,,,,,,,8.0
Sa.,2016-11-12,,2.0,,,,6.0,,,9.0,,,,,,,,,,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,1.0
Sa.,2016-11-19,1.0,2.0,,,,6.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,38.0,39.0,,,,,,,,,,,,3.0
Sa.,2016-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,32.0,,,,,,,,,41.0,42.0,,,45.0,,47.0,,,,9.0
Sa.,2016-12-03,,,,,5.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,43.0,,,,47.0,48.0,,,9.0
Sa.,2016-12-10,,,,,,,,,,,11.0,,,,,,17.0,,,,,,,,,,,,,,,32.0,,34.0,,,37.0,,,,,,,,,,,,49.0,,3.0
Sa.,2016-12-17,,,,,,6.0,,,,,,,,,,,,,,,,,,24.0,,,,28.0,29.0,,,,,34.0,35.0,,,,,,,,,,,,,,,,2.0
Sa.,2016-12-24,,,,4.0,,,,,,,11.0,,,,,,,18.0,,,,22.0,,,,,,,,30.0,,,,,,,,,,,,,,,45.0,,,,,,1.0
Sa.,2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,29.0,,,,,,,,37.0,,,,,42.0,,,45.0,,47.0,,,,3.0
Sa.,2017-01-07,,,,,,,,,,,,12.0,,14.0,,,17.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,45.0,46.0,,,,,7.0
Sa.,2017-01-14,,,3.0,4.0,,,,,,,,,,,,,,,,,,,23,,,,27.0,28.0,,,,,,,,,37.0,,,,,,,,,,,,,,3.0
Sa.,2017-01-21,,,,,5.0,,,,9.0,,11.0,,,14.0,,,,,,,,,,,,26.0,,,,,,,,,,,,,39.0,,,,,,,,,,,,9.0
Sa.,2017-01-28,,,,,,6.0,,,9.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,,41.0,42.0,,,,,,,,,7.0
Sa.,2017-02-04,,2.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,28.0,,,,,,,,,37.0,,39.0,,,,,,,,,,49.0,,8.0
Sa.,2017-02-11,,,3.0,,,,,,,,,12.0,,,,,,,,,,22.0,,,,,,,,,,32.0,,,,,,,,,,,,,45.0,46.0,,,,,6.0
Sa.,2017-02-18,,,,,,,,,,,,,,,,,17.0,,,20.0,,,,24.0,25.0,,27.0,,,,,,,,,,,,,,41.0,,,,,,,,,,9.0
Sa.,2017-02-25,1.0,,3.0,4.0,,,,,9.0,,,,,,,,,,,,,,,,,,,28.0,,,,32.0,,,,,,,,,,,,,,,,,,,4.0
Sa.,2017-03-04,1.0,,,,,,,,,,,,,,,,,,19.0,,,22.0,23,,,,,,,,,,,,,,,,,,41.0,,,,45.0,,,,,,2.0
Sa.,2017-03-11,,,,4.0,,,,,,,,12.0,,,,,17.0,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,46.0,,,49.0,,8.0
Sa.,2017-03-18,,,,4.0,,,,,,,,12.0,,,,,,,,,,,23,,,,27.0,,,,31.0,,,,,,,,,40.0,,,,,,,,,,,0.0
Sa.,2017-03-25,1.0,,,,,,,,9.0,,11.0,,,,,,,,,,,,,,25.0,26.0,,,,,,,,,,,,,,,,,,,,,,,49.0,,6.0
Sa.,2017-04-01,,,,,5.0,,,8.0,9.0,,,,,,,,,18.0,,,,22.0,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,8.0
Sa.,2017-04-08,,2.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,39.0,40.0,,,,,,,47.0,,,,1.0
Sa.,2017-04-15,,,,,,,,,,,,12.0,,,,,,18.0,,,21.0,,,,,,27.0,,,30.0,,,,,,36.0,,,,,,,,,,,,,,,7.0
Sa.,2017-04-22,1.0,,,,,,,,,,11.0,12.0,,,,,,,19.0,,,,,,25.0,,,,,,,32.0,,,,,,,,,,,,,,,,,,,7.0
Sa.,2017-04-29,,,3.0,4.0,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,36.0,37.0,,,,,,,,,,,,49.0,,5.0
Sa.,2017-05-06,,,,,,,,,,,,,,,,16.0,,,,,,,,,,26.0,,,,30.0,31.0,32.0,,,,,,,,,,,,,,,47.0,,,,4.0
Sa.,2017-05-13,,,,,,,7.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,32.0,,,,,,,,,,,,,45.0,,47.0,48.0,,,1.0
Sa.,2017-05-20,1.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,29.0,,,,,34.0,,,37.0,,,,,,,44.0,,,,,,,7.0
Sa.,2017-05-27,,,,,,,,,,,,,,,,,,,,,,,23,24.0,25.0,,27.0,,29.0,,,,,,,,,,,,,,,,,,,,49.0,,1.0
Sa.,2017-06-03,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,31.0,32.0,,,35.0,,37.0,,,,,,,,,46.0,,,,,3.0
Sa.,2017-06-10,,,,4.0,,6.0,,,,,,,,,,16.0,,,,,,,,,,26.0,,,29.0,,,,,,,,,,,,,42.0,,,,,,,,,7.0
Sa.,2017-06-17,,2.0,,,,6.0,,,,,,,,,,16.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,49.0,,1.0
Sa.,2017-06-24,,,,,,,,,,,,,13.0,,,,,,,,,,23,,,,27.0,,,,,,,,,,,38.0,,,,,43.0,,,46.0,,,,,6.0
Sa.,2017-07-01,,2.0,3.0,,,,,,,,,,,,15.0,,,,,,,22.0,,,,,,,,,,,,,35.0,,,,,,,,,,,,47.0,,,,8.0
Sa.,2017-07-08,,2.0,3.0,,,,,,,,,,,,,,17.0,,,,,,23,,,,27.0,,,,,,,,,,,,,40.0,,,,,,,,,,,2.0
Sa.,2017-07-15,,,,,,,,8.0,,,,,,,,,,,,,,,,,25.0,,,,,,31.0,32.0,33.0,,,,,38.0,,,,,,,,,,,,,1.0
Sa.,2017-07-22,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,37.0,,,,41.0,,,,45.0,,47.0,,,,7.0
Sa.,2017-07-29,,,,,,,,,,,,,,14.0,,,,,,20.0,,,,,,,,,29.0,30.0,,,,,35.0,,37.0,,,,,,,,,,,,,,3.0
Sa.,2017-08-05,,,,,,,,,,,,,,14.0,,,,18.0,19.0,,,,23,,,,,,,,,,,,,,37.0,,,,,,,,,,,,49.0,,5.0
Sa.,2017-08-12,,,,,5.0,,,,,,,,,,15.0,,,,,,,,,,25.0,,27.0,,,,,,,,,,,,,,,,,,,,47.0,,49.0,,6.0
Sa.,2017-08-19,,2.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,29.0,,,,,,35.0,,,,,,,,,,45.0,,,48.0,,,2.0
Sa.,2017-08-26,,2.0,,,,,,,,,11.0,,,,,,,,19.0,,,,,24.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,49.0,,9.0
Sa.,2017-09-02,,,3.0,,5.0,,,8.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,33.0,34.0,,,,,,,,,,,,,,,,,6.0
Sa.,2017-09-09,,,,,,,,8.0,,,,,,14.0,,,,18.0,,,,,,,,,27.0,,,,,,,,,,,,,40.0,,,,,,,,,49.0,,3.0
Sa.,2017-09-16,,,,,,,,,,,,,,,,,,,,,21.0,,,,,26.0,27.0,,,,31.0,,,,35.0,,,,,,,,,,,,47.0,,,,9.0
Sa.,2017-09-23,,,,,,,,,,10.0,,,,,15.0,,,,19.0,,,,23,,,,,,,,,,,,,,,38.0,,,,,,44.0,,,,,,,6.0
Sa.,2017-09-30,,,,4.0,,,,,,,,,,,,,,18.0,19.0,,,,23,,,,,,,,,,33.0,,,,,,,,,,,,,46.0,,,,,1.0
Sa.,2017-10-07,,,,,,,,,,,11.0,,,,,,,,,20.0,21.0,,,24.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,49.0,,6.0
Sa.,2017-10-14,,,,,,,7.0,,9.0,10.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,40.0,,,,,,,,,,,7.0
Sa.,2017-10-21,,,,4.0,,,,,,10.0,,,,,15.0,,,,,,,,,,25.0,,,,,,,,,34.0,,,,,,,,,,,,46.0,,,,,1.0
Sa.,2017-10-28,1.0,,,,,,,,,,,,,,,,,,,20.0,,22.0,,24.0,,,,,,,,,33.0,,,36.0,,,,,,,,,,,,,,,1.0
Sa.,2017-11-04,,,3.0,,,,7.0,,,,,,,14.0,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,46.0,47.0,,,,6.0
Sa.,2017-11-11,1.0,,,,,,7.0,,,,11.0,,,,,16.0,,,19.0,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,7.0
Sa.,2017-11-18,,2.0,,,5.0,,,,9.0,,,12.0,,,,,,,,20.0,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,7.0
Sa.,2017-11-25,,,,,,,,,,,11.0,,,,,,17.0,,,20.0,,,,,,26.0,,,,,,,,,,,37.0,,,,,,43.0,,,,,,,,9.0
Sa.,2017-12-02,,,3.0,,,,,,,,,12.0,13.0,,,,17.0,18.0,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,2.0
Sa.,2017-12-09,,,,,,,7.0,,,,,12.0,,,,16.0,,,,20.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,46.0,,,,,7.0
Sa.,2017-12-16,,,,,5.0,6.0,,,,,,,,,,,,18.0,,,,,23,,,,,,,30.0,,,,,,,,,,40.0,,,,,,,,,,,9.0
Sa.,2017-12-23,,,,4.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,31.0,32.0,,,,,,38.0,39.0,,,,,,,,,,,,6.0
Sa.,2017-12-30,,,,,,,,,,,11.0,12.0,,14.0,,,,,,,,,,,,,27.0,,,,,,,,,,37.0,,,,,,,,,,,48.0,,,0.0
Sa.,2018-01-06,,,,,5.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,32.0,,,,,37.0,,,,,,,,,46.0,47.0,,,,0.0
Sa.,2018-01-13,,,,,5.0,6.0,,,,,,,,14.0,,16.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,48.0,,,0.0
Sa.,2018-01-20,,,3.0,,,,,,,,11.0,,,,15.0,,,18.0,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,45.0,,,,,,4.0
Sa.,2018-01-27,,,,4.0,,,,,,,,,,,,,,,,,,22.0,,24.0,,,,,,,,,,34.0,,36.0,,,,,,,43.0,,,,,,,,6.0
Sa.,2018-02-03,,,,,5.0,,,,9.0,,,,13.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,48.0,,,5.0
Sa.,2018-02-10,,,,,,,,,,,,,,,,,17.0,,,20.0,,,,,,,27.0,,,,,,,,35.0,,,,,,41.0,,,,45.0,,,,,,8.0
Sa.,2018-02-17,,,,,,,,,,,,,,,15.0,,,18.0,,,,,,,,26.0,27.0,,,,,,,,,,37.0,,,,,42.0,,,,,,,,,2.0
Sa.,2018-02-24,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,27.0,,,,,,33.0,,,,,,,,41.0,,,44.0,,,47.0,,,,6.0
Sa.,2018-03-03,,,,,5.0,,,,,,,,,,,,,,,,,,,24.0,,,,28.0,,,,,,,,,37.0,,,40.0,,,,44.0,,,,,,,8.0
Sa.,2018-03-10,,,,,,,,8.0,,,,,,,,,,,19.0,,,,,,,,,,,,,,,34.0,35.0,,,,,40.0,,,,,,,,,49.0,,8.0
Sa.,2018-03-17,1.0,,,,,,7.0,,,,,,,,,,17.0,,,,,22.0,,,,,,,29.0,,,,,,,,,,,,,,,,,46.0,,,,,7.0
Sa.,2018-03-24,,,3.0,,,,,,,,,,,,,16.0,,,,,,,,,,,27.0,,,,,,,34.0,,,,,,,,42.0,,,45.0,,,,,,1.0
Sa.,2018-03-31,1.0,,,,,,,8.0,,,,12.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,48.0,,,5.0
Sa.,2018-04-07,,,,,,,,,,,,12.0,,,15.0,,,,19.0,,,,,,,,27.0,,,,,,,34.0,,,,,,,,,,,,,47.0,,,,8.0
Sa.,2018-04-14,,,,4.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,34.0,,,,,,,,42.0,,,,,47.0,,,,6.0
Sa.,2018-04-21,,,,,,,,,,,,12.0,,,15.0,,,,19.0,,,,23,,,,,,29.0,,,,,,,,,38.0,,,,,,,,,,,,,5.0
Sa.,2018-04-28,,2.0,,,,,,,9.0,,11.0,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,47.0,48.0,,,4.0
Sa.,2018-05-05,1.0,,,,5.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,31.0,,,34.0,,,,,,,,,,,,,,,49.0,,7.0
Sa.,2018-05-12,,,,,,,,,,,,,,,,,,,,,,,23,,,,27.0,,29.0,,,,,,,36.0,,38.0,,,,42.0,,,,,,,,,0.0
Sa.,2018-05-19,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,41.0,,,44.0,,,,,49.0,,2.0
Sa.,2018-05-26,,,,,,,,,,10.0,,,,,,16.0,,,,,,,,24.0,,,27.0,,,,,,,,,,,,,,,,,,,,47.0,48.0,,,6.0
Sa.,2018-06-02,1.0,,,,,,,,,10.0,,,,,,,,,19.0,,,,,24.0,,,,,,30.0,31.0,,,,,,,,,,,,,,,,,,,,7.0
Sa.,2018-06-09,,,,,,,,,,,,,13.0,,,16.0,,,,,,,,,,,,,,,,,,34.0,35.0,,,,39.0,,,42.0,,,,,,,,,9.0
Sa.,2018-06-16,,,,4.0,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,31.0,,33.0,,,,,,,40.0,,,,,,46.0,,,,,2.0
Sa.,2018-06-23,,,,,,6.0,,,,,,,,,,,17.0,,,,,,,,25.0,,,,29.0,,,,,,,,,,,,,,,,,,,48.0,49.0,,1.0
Sa.,2018-06-30,,,,,,,,,,,,,,,,16.0,,,,,,,,24.0,,,,,,,,,,,,,37.0,38.0,,40.0,,42.0,,,,,,,,,9.0
Sa.,2018-07-07,,2.0,,,5.0,,,,,,,,13.0,,,,,18.0,,,,,,,25.0,,,,,,,,,,,36.0,,,,,,,,,,,,,,,2.0
Sa.,2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,40.0,41.0,,,,,,47.0,48.0,49.0,,0.0
Sa.,2018-07-21,1.0,,,,,6.0,7.0,,,,,,,,,,,,,20.0,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,49.0,,5.0
Sa.,2018-07-28,,,,,,,7.0,,,,11.0,,,,,,,,,,,,,,,,,,,,31.0,,,34.0,35.0,36.0,,,,,,,,,,,,,,,1.0
Sa.,2018-08-04,,,,,,6.0,,,,,,,,,,,,,,,,,,,25.0,,,,29.0,30.0,31.0,,,,,36.0,,,,,,,,,,,,,,,3.0
Sa.,2018-08-11,,,,,5.0,,,8.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,46.0,47.0,,,,8.0
Sa.,2018-08-18,1.0,,3.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,42.0,,,,46.0,,,,,3.0
Sa.,2018-08-25,,,,,,,,8.0,,,,,,,15.0,16.0,,,,20.0,,,,,,,,,,,31.0,,,,,,37.0,,,,,,,,,,,,,,2.0
Sa.,2018-09-01,,,,4.0,,,,,,,,12.0,,,,,,,,,21.0,,,,,,,,,,,,,,,,,38.0,39.0,,,,,,,46.0,,,,,1.0
Sa.,2018-09-08,,,,,,6.0,,,,,,,,,,,,,,,,,23,,,,27.0,,29.0,30.0,,,,,,,,,,,,,,44.0,,,,,,,2.0
